@relation TestData
@attribute box numeric
@attribute sensor numeric
@attribute label {A,B}
@data
194.0,961.0,B
187.0,961.0,B
189.0,961.0,B
188.0,961.0,B
187.0,961.0,B
189.0,961.0,B
183.0,960.0,B
181.0,961.0,B
176.0,961.0,B
179.0,961.0,B
182.0,961.0,B
180.0,960.0,B
180.0,961.0,B
178.0,961.0,B
178.0,961.0,B
182.0,960.0,B
180.0,961.0,B
181.0,961.0,B
181.0,961.0,B
178.0,961.0,B
177.0,961.0,B
175.0,961.0,B
179.0,961.0,B
179.0,961.0,B
178.0,961.0,B
178.0,961.0,B
174.0,961.0,B
175.0,961.0,B
177.0,961.0,B
174.0,961.0,B
177.0,961.0,B
177.0,961.0,B
179.0,961.0,B
183.0,961.0,B
185.0,961.0,B
184.0,961.0,B
184.0,961.0,B
180.0,961.0,B
177.0,961.0,B
184.0,961.0,B
179.0,961.0,B
182.0,961.0,B
179.0,961.0,B
189.0,961.0,B
179.0,961.0,B
183.0,961.0,B
185.0,961.0,B
182.0,961.0,B
182.0,961.0,B
186.0,961.0,B
181.0,961.0,B
176.0,961.0,B
178.0,961.0,B
180.0,961.0,B
180.0,961.0,B
180.0,961.0,B
184.0,961.0,B
183.0,961.0,B
182.0,961.0,B
181.0,961.0,B
181.0,961.0,B
189.0,961.0,B
186.0,961.0,B
189.0,961.0,B
186.0,961.0,B
182.0,961.0,B
180.0,961.0,B
184.0,961.0,B
180.0,961.0,B
179.0,961.0,B
180.0,961.0,B
182.0,961.0,B
179.0,961.0,B
180.0,961.0,B
175.0,961.0,B
176.0,961.0,B
177.0,961.0,B
178.0,961.0,B
179.0,961.0,B
177.0,961.0,B
175.0,961.0,B
181.0,961.0,B
179.0,961.0,B
176.0,961.0,B
179.0,961.0,B
177.0,961.0,B
180.0,961.0,B
177.0,961.0,B
178.0,961.0,B
178.0,961.0,B
175.0,961.0,B
183.0,961.0,B
182.0,961.0,B
179.0,961.0,B
183.0,961.0,B
181.0,961.0,B
180.0,961.0,B
179.0,961.0,B
184.0,961.0,B
182.0,961.0,B
184.0,961.0,B
173.0,961.0,B
177.0,961.0,B
180.0,961.0,B
179.0,961.0,B
178.0,961.0,B
183.0,961.0,B
184.0,961.0,B
181.0,961.0,B
181.0,961.0,B
181.0,961.0,B
174.0,961.0,B
174.0,961.0,B
179.0,961.0,B
172.0,961.0,B
171.0,961.0,B
173.0,961.0,B
174.0,961.0,B
175.0,961.0,B
177.0,961.0,B
177.0,961.0,B
177.0,961.0,B
177.0,961.0,B
175.0,961.0,B
172.0,961.0,B
177.0,961.0,B
178.0,961.0,B
173.0,961.0,B
174.0,961.0,B
170.0,961.0,B
172.0,961.0,B
172.0,961.0,B
173.0,961.0,B
173.0,961.0,B
173.0,961.0,B
173.0,961.0,B
171.0,961.0,B
173.0,961.0,B
172.0,961.0,B
172.0,961.0,B
